Customer_ID,Age,Gender,Income_Level,Marital_Status,Education_Level,Occupation,Location,Purchase_Category,Purchase_Amount,Frequency_of_Purchase,Purchase_Channel,Brand_Loyalty,Product_Rating,Time_Spent_on_Product_Research(hours),Social_Media_Influence,Discount_Sensitivity,Return_Rate,Customer_Satisfaction,Engagement_with_Ads,Device_Used_for_Shopping,Payment_Method,Time_of_Purchase,Discount_Used,Customer_Loyalty_Program_Member,Purchase_Intent,Shipping_Preference,Time_to_Decision
68-507-4747,41,Female,High,Widowed,High School,High,Kubangwaru,Clothing,$278.78 ,3,Mixed,5,2,0.0,Medium,Not Sensitive,0,1,Low,Desktop,Credit Card,6/14/2024,True,False,Wants-based,Standard,2
21-821-6398,50,Female,Middle,Divorced,Bachelor's,High,Xinquan,Toys & Games,$142.02 ,7,In-Store,1,5,0.0,Low,Very Sensitive,1,9,Medium,Desktop,Cash,7/9/2024,True,False,Impulsive,Standard,3
64-641-7874,33,Female,High,Widowed,High School,High,Providence,Packages),$481.84 ,10,In-Store,1,4,2.0,High,Somewhat Sensitive,1,1,Medium,Tablet,Cash,8/14/2024,False,False,Wants-based,Express,9
53-459-7870,50,Agender,High,Divorced,Master's,Middle,Autun,Packages),$165.01 ,10,Mixed,1,2,1.0,Medium,Somewhat Sensitive,1,5,Medium,Desktop,PayPal,4/17/2024,True,False,Impulsive,No Preference,10
54-936-4361,34,Agender,High,Single,Bachelor's,High,Paris 17,Hotels,$182.89 ,2,Mixed,5,3,1.0,Low,Not Sensitive,1,9,Low,Smartphone,PayPal,8/12/2024,False,False,Wants-based,Express,5
67-209-0990,39,Male,High,Widowed,High School,High,Stoczek Łukowski,Books,$373.01 ,5,In-Store,5,5,1.0,Low,Somewhat Sensitive,1,4,Medium,Smartphone,PayPal,7/27/2024,False,True,Impulsive,Express,8
09-948-3150,23,Agender,High,Married,Bachelor's,Middle,Boshkengash,Software & Apps,$414.06 ,9,Mixed,1,4,2.0,Medium,Somewhat Sensitive,2,4,High,Desktop,PayPal,11/26/2024,True,False,Planned,Express,2
19-873-9468,37,Male,Middle,Widowed,Bachelor's,Middle,Đạ Tẻh,Animal Feed,$408.51 ,9,Online,2,1,2.0,High,Very Sensitive,0,7,Medium,Smartphone,Credit Card,5/26/2024,True,False,Wants-based,Express,1
37-748-4988,21,Male,Middle,Married,High School,High,Radā‘,Furniture,$103.40 ,9,In-Store,4,1,2.0,High,Not Sensitive,1,9,Medium,Smartphone,Debit Card,11/4/2024,True,False,Planned,Standard,9
08-755-1170,47,Male,Middle,Single,High School,High,Sinarwangi,Furniture,$67.92 ,3,In-Store,1,3,0.0,Low,Not Sensitive,1,8,Low,Tablet,Cash,10/18/2024,False,True,Impulsive,Express,10
07-402-7433,42,Agender,Middle,Single,High School,Middle,Dagup,Health Supplements,$354.16 ,8,In-Store,1,1,1.0,Low,Not Sensitive,2,3,Low,Desktop,Credit Card,6/13/2024,True,False,Planned,Express,5
60-073-3575,30,Male,Middle,Widowed,Bachelor's,Middle,Ełk,Books,$276.77 ,2,Mixed,1,1,2.0,Low,Very Sensitive,1,2,High,Smartphone,Cash,3/3/2024,True,True,Wants-based,No Preference,4
93-675-1619,28,Female,Middle,Married,Master's,Middle,Vília,Animal Feed,$203.49 ,7,In-Store,4,1,2.0,Medium,Not Sensitive,1,8,High,Tablet,Cash,8/10/2024,False,True,Need-based,Express,11
33-200-7615,40,Female,High,Divorced,Bachelor's,Middle,Jiangmen,Arts & Crafts,$247.30 ,2,In-Store,4,4,2.0,Low,Very Sensitive,0,1,Medium,Desktop,Credit Card,2/8/2024,True,True,Wants-based,No Preference,11
34-016-7909,42,Male,High,Married,High School,Middle,Osorno,Office Supplies,$131.85 ,4,Mixed,5,4,2.0,Low,Somewhat Sensitive,1,5,Medium,Smartphone,Debit Card,1/4/2024,True,False,Need-based,No Preference,6
82-304-6495,19,Male,High,Married,Master's,High,Labo,Beauty & Personal Care,$459.39 ,6,Mixed,2,2,0.3,Low,Very Sensitive,2,4,High,Tablet,Credit Card,9/29/2024,False,False,Planned,No Preference,14
93-356-8589,35,Female,High,Married,Master's,High,Besko,Arts & Crafts,$370.73 ,7,Online,3,2,1.0,High,Not Sensitive,0,9,High,Smartphone,Debit Card,8/18/2024,False,True,Need-based,No Preference,7
53-042-5685,44,Female,Middle,Widowed,Bachelor's,High,Sula,Jewelry & Accessories,$373.05 ,3,In-Store,3,4,0.3,Low,Not Sensitive,1,10,Medium,Tablet,Cash,3/14/2024,False,True,Planned,Standard,7
35-853-2222,19,Female,High,Married,Bachelor's,High,Valongo,Sports & Outdoors,$393.78 ,6,Online,3,4,1.0,Medium,Very Sensitive,0,5,Low,Tablet,Other,3/25/2024,True,False,Need-based,No Preference,14
83-670-9273,27,Female,High,Widowed,Master's,High,Al Khānkah,Clothing,$245.04 ,4,Online,3,2,0.0,High,Not Sensitive,2,6,High,Tablet,Other,12/3/2024,True,True,Need-based,Standard,10
79-902-8144,26,Female,High,Single,Bachelor's,Middle,Rates,Baby Products,$93.29 ,11,Online,2,2,0.0,High,Very Sensitive,0,7,Low,Tablet,Other,7/25/2024,True,False,Impulsive,No Preference,9
41-009-7879,27,Female,High,Married,High School,Middle,Anyang,Hotels,$156.50 ,5,Mixed,1,1,1.0,High,Very Sensitive,0,3,High,Desktop,Other,1/10/2024,True,False,Wants-based,Standard,14
89-302-8461,37,Male,Middle,Single,Master's,Middle,Nymburk,Packages),$290.11 ,8,Mixed,4,4,1.0,Medium,Very Sensitive,1,4,Medium,Smartphone,PayPal,10/30/2024,False,False,Impulsive,No Preference,14
23-066-1915,23,Female,Middle,Single,Bachelor's,Middle,Jiangcun,Software & Apps,$355.28 ,3,Mixed,5,5,0.0,Low,Very Sensitive,1,4,Low,Smartphone,Credit Card,9/17/2024,True,True,Planned,No Preference,5
39-090-0124,31,Bigender,Middle,Single,Bachelor's,High,Tafo,Gardening & Outdoors,$73.74 ,7,Online,4,2,0.3,High,Not Sensitive,1,3,Medium,Smartphone,Other,8/17/2024,False,False,Wants-based,Standard,13
41-854-0707,21,Female,Middle,Widowed,Master's,Middle,Cibaregbeg,Sports & Outdoors,$170.35 ,10,In-Store,2,1,1.0,Medium,Very Sensitive,1,10,Low,Desktop,Cash,6/3/2024,True,True,Need-based,Standard,1
93-867-8303,21,Female,Middle,Single,Master's,High,Liangnong,Gardening & Outdoors,$201.60 ,9,In-Store,1,4,2.0,Medium,Very Sensitive,1,4,High,Smartphone,PayPal,10/24/2024,False,False,Impulsive,Express,14
31-088-6950,27,Female,Middle,Single,Master's,High,Hengshi,Furniture,$116.14 ,11,Mixed,1,4,1.0,High,Somewhat Sensitive,0,8,Medium,Desktop,Credit Card,4/1/2024,False,True,Wants-based,Express,14
43-616-8365,29,Female,Middle,Single,Master's,High,Kandangan,Jewelry & Accessories,$483.38 ,9,Online,2,1,0.0,High,Somewhat Sensitive,2,3,High,Desktop,Other,6/9/2024,False,True,Need-based,Standard,8
25-502-1415,38,Female,High,Married,Master's,Middle,Longhuashan,Arts & Crafts,$54.17 ,4,Mixed,4,5,0.0,Medium,Somewhat Sensitive,2,2,Medium,Desktop,Credit Card,1/11/2024,False,True,Planned,No Preference,7
32-338-5967,32,Male,Middle,Widowed,Bachelor's,High,Lebak,Hotels,$113.57 ,5,Online,4,4,2.0,Medium,Very Sensitive,1,1,High,Tablet,Cash,11/1/2024,False,True,Wants-based,Standard,8
19-311-9149,21,Bigender,High,Single,High School,High,Gereshk,Packages),$305.54 ,6,In-Store,3,5,0.0,Medium,Somewhat Sensitive,0,5,Medium,Smartphone,Other,3/28/2024,True,False,Wants-based,No Preference,7
94-212-7169,23,Female,High,Divorced,High School,High,Yonghe,Food & Beverages,$339.12 ,2,In-Store,4,4,0.0,Medium,Not Sensitive,0,5,Low,Smartphone,PayPal,1/8/2024,False,False,Impulsive,No Preference,1
17-213-2834,34,Male,Middle,Single,High School,Middle,Marshintsy,Clothing,$372.49 ,12,Online,4,3,0.0,High,Very Sensitive,0,5,Medium,Desktop,Debit Card,8/22/2024,True,False,Planned,No Preference,7
36-214-1586,41,Male,High,Widowed,High School,High,Halinów,Books,$186.85 ,2,Online,3,1,2.0,High,Not Sensitive,2,8,Low,Smartphone,Other,2/20/2024,True,False,Impulsive,Express,12
83-427-3218,47,Female,Middle,Widowed,High School,Middle,White River,Furniture,$467.32 ,12,In-Store,4,4,2.0,Medium,Somewhat Sensitive,2,4,Low,Smartphone,PayPal,1/28/2024,False,True,Need-based,No Preference,11
61-663-9008,18,Male,Middle,Married,Master's,Middle,Taishihe,Travel & Leisure (Flights,$475.65 ,4,In-Store,4,5,0.0,High,Somewhat Sensitive,2,6,Low,Smartphone,PayPal,6/23/2024,True,True,Wants-based,Express,14
43-671-9834,39,Female,Middle,Divorced,High School,High,Ranot,Clothing,$149.88 ,9,Mixed,3,2,0.0,Low,Somewhat Sensitive,1,10,Low,Smartphone,Debit Card,4/19/2024,False,False,Impulsive,Standard,4
23-085-0811,43,Female,High,Widowed,Master's,High,Da’an,Health Care,$345.49 ,9,Mixed,3,1,2.0,High,Not Sensitive,0,10,Medium,Tablet,PayPal,9/6/2024,True,False,Impulsive,Express,3
85-192-9218,31,Female,High,Divorced,Bachelor's,High,Kisovec,Health Care,$297.24 ,2,Mixed,1,4,0.0,Medium,Not Sensitive,0,9,High,Desktop,PayPal,6/29/2024,True,True,Planned,Express,7
82-671-7236,28,Female,Middle,Divorced,Bachelor's,High,Ābdānān,Home Appliances,$494.34 ,12,Online,5,3,0.25,High,Very Sensitive,1,8,Low,Desktop,Debit Card,3/3/2024,False,False,Wants-based,Express,3
41-934-7739,45,Genderfluid,Middle,Divorced,High School,High,Campo Maior,Jewelry & Accessories,$457.18 ,7,In-Store,4,3,2.0,High,Very Sensitive,2,6,Medium,Smartphone,Other,8/20/2024,True,True,Wants-based,Express,10
30-133-5120,30,Male,Middle,Widowed,Bachelor's,Middle,Brikcha,Books,$448.68 ,8,In-Store,4,4,2.0,High,Somewhat Sensitive,1,3,Medium,Tablet,Debit Card,5/25/2024,True,False,Wants-based,Express,8
10-328-5732,44,Female,High,Single,High School,Middle,Kliteh,Health Supplements,$311.90 ,4,In-Store,2,4,2.0,Low,Very Sensitive,0,6,High,Smartphone,Credit Card,12/30/2024,False,True,Planned,No Preference,2
38-912-1128,38,Female,Middle,Widowed,High School,Middle,Béja,Gardening & Outdoors,$301.60 ,4,Mixed,4,5,1.0,Low,Not Sensitive,2,10,High,Desktop,Credit Card,3/11/2024,False,False,Impulsive,Standard,13
07-751-9620,23,Polygender,Middle,Widowed,Bachelor's,High,Ferreira do Alentejo,Software & Apps,$297.45 ,3,Mixed,1,5,0.0,Medium,Very Sensitive,0,7,Low,Tablet,Debit Card,7/7/2024,False,False,Planned,No Preference,4
19-885-2597,42,Male,High,Widowed,Master's,Middle,La Montañita,Health Supplements,$239.46 ,3,Mixed,3,1,0.0,Low,Not Sensitive,2,8,High,Desktop,Other,8/4/2024,True,True,Planned,Standard,7
82-389-2029,28,Female,High,Widowed,High School,High,Sarishābāri,Gardening & Outdoors,$240.82 ,10,Mixed,1,3,2.0,High,Somewhat Sensitive,0,3,Medium,Tablet,PayPal,1/2/2024,True,False,Planned,No Preference,8
97-463-0048,44,Female,Middle,Single,Master's,High,Mangge,Sports & Outdoors,$302.07 ,6,Mixed,1,5,1.0,Medium,Not Sensitive,2,5,Medium,Desktop,Other,4/9/2024,True,False,Planned,Express,13
10-232-0685,46,Female,High,Married,Master's,Middle,Yangping,Groceries,$359.75 ,7,In-Store,5,1,1.0,High,Not Sensitive,1,6,Low,Tablet,Other,1/23/2024,False,False,Wants-based,Standard,3
78-826-3039,27,Male,High,Single,Master's,High,Vidual,Gardening & Outdoors,$228.93 ,7,Online,1,1,2.0,Low,Not Sensitive,2,2,Medium,Desktop,PayPal,2/19/2024,True,True,Impulsive,Express,11
86-668-1045,20,Female,High,Single,High School,Middle,Paris 17,Office Supplies,$355.31 ,11,Online,1,1,0.0,High,Not Sensitive,1,2,Medium,Desktop,Debit Card,8/19/2024,False,True,Impulsive,Express,12
76-382-7162,26,Female,High,Single,High School,Middle,Mahanoro,Food & Beverages,$454.93 ,8,Online,3,5,0.0,Low,Somewhat Sensitive,2,7,Medium,Desktop,Debit Card,4/21/2024,False,False,Wants-based,No Preference,11
28-947-4295,29,Male,Middle,Widowed,Bachelor's,High,Mozdok,Beauty & Personal Care,$325.42 ,11,In-Store,2,4,2.0,Low,Not Sensitive,1,1,High,Desktop,Other,10/20/2024,True,False,Impulsive,Express,7
52-005-9914,28,Male,High,Married,Bachelor's,High,Kanoni,Mobile Accessories,$207.52 ,4,In-Store,3,4,1.0,Low,Not Sensitive,1,8,High,Desktop,Debit Card,8/6/2024,False,False,Impulsive,No Preference,2
34-846-7805,49,Male,High,Single,Bachelor's,High,Gromadka,Toys & Games,$125.89 ,7,In-Store,3,3,2.0,Low,Not Sensitive,1,6,Medium,Desktop,Debit Card,11/22/2024,False,False,Wants-based,No Preference,13
26-596-5461,46,Female,High,Single,Master's,Middle,Payapa,Electronics,$170.77 ,9,Online,5,2,1.0,Medium,Somewhat Sensitive,2,1,Low,Smartphone,Credit Card,8/4/2024,False,False,Impulsive,No Preference,4
55-846-2579,47,Male,Middle,Divorced,Bachelor's,High,Kiev,Software & Apps,$378.14 ,6,Mixed,2,2,1.0,Medium,Very Sensitive,1,6,High,Smartphone,PayPal,9/4/2024,False,False,Wants-based,Standard,7
67-599-9267,47,Male,High,Widowed,High School,Middle,Lomintsevskiy,Arts & Crafts,$164.44 ,5,In-Store,5,1,2.0,Low,Somewhat Sensitive,1,10,High,Smartphone,Other,4/8/2024,False,False,Impulsive,No Preference,5
41-501-9276,24,Male,High,Married,Bachelor's,High,Monchegorsk,Sports & Outdoors,$455.81 ,3,Online,2,3,1.0,Low,Somewhat Sensitive,1,6,Medium,Smartphone,Debit Card,4/21/2024,False,False,Wants-based,Express,6
31-284-5722,36,Female,High,Single,Bachelor's,High,Jianshan,Hotels,$351.71 ,7,In-Store,2,2,0.0,Medium,Very Sensitive,1,6,Medium,Tablet,Other,3/19/2024,True,False,Need-based,Standard,8
52-726-9328,19,Genderfluid,High,Single,High School,High,Pingzhuang,Office Supplies,$241.72 ,6,Mixed,5,2,1.0,Medium,Not Sensitive,0,8,High,Desktop,Debit Card,5/29/2024,False,True,Planned,Express,2
88-428-8409,37,Male,High,Married,Master's,Middle,Ziniaré,Packages),$347.99 ,5,Mixed,4,4,1.0,Low,Somewhat Sensitive,0,1,High,Desktop,PayPal,3/22/2024,True,False,Planned,Standard,6
21-313-7424,45,Female,Middle,Single,Master's,High,Zduńska Wola,Office Supplies,$343.81 ,3,In-Store,3,5,0.0,High,Somewhat Sensitive,0,7,Medium,Desktop,Credit Card,2/22/2024,False,True,Need-based,Standard,3
79-973-7862,47,Female,Middle,Married,Master's,Middle,Mount Ayliff,Animal Feed,$105.29 ,7,In-Store,2,5,0.0,Low,Very Sensitive,0,1,High,Desktop,Cash,12/25/2024,False,True,Need-based,Express,4
81-814-3498,32,Male,Middle,Single,High School,Middle,Pīrgaaj,Hotels,$483.66 ,3,Online,1,4,1.0,Medium,Not Sensitive,2,1,Medium,Desktop,Other,8/27/2024,False,False,Impulsive,Standard,9
34-375-8138,48,Male,Middle,Married,Bachelor's,Middle,Zbraslavice,Home Appliances,$69.41 ,8,Mixed,5,3,0.0,High,Somewhat Sensitive,1,9,High,Tablet,Cash,1/28/2024,False,False,Wants-based,Standard,5
05-067-9686,20,Genderfluid,High,Single,Master's,Middle,Xilu,Toys & Games,$207.18 ,11,Online,1,3,0.0,Low,Somewhat Sensitive,1,5,High,Tablet,PayPal,11/16/2024,False,False,Wants-based,Standard,8
61-951-7929,32,Male,Middle,Divorced,High School,High,Bamut,Health Supplements,$454.15 ,11,In-Store,2,1,1.0,High,Not Sensitive,1,8,High,Smartphone,Cash,12/8/2024,True,True,Planned,Express,13
09-443-7536,37,Female,High,Single,Bachelor's,High,Maurisu,Jewelry & Accessories,$183.86 ,5,Mixed,1,1,2.0,Medium,Not Sensitive,1,4,Low,Smartphone,Debit Card,10/7/2024,False,True,Wants-based,Standard,3
27-463-5671,21,Genderfluid,Middle,Widowed,Master's,Middle,Gorzyce,Packages),$53.87 ,10,In-Store,4,3,0.0,Medium,Very Sensitive,0,10,High,Tablet,Cash,6/25/2024,True,False,Planned,No Preference,2
53-380-3968,43,Female,High,Widowed,Bachelor's,High,Qingyun,Food & Beverages,$427.82 ,9,In-Store,5,5,0.0,Medium,Somewhat Sensitive,1,2,Medium,Desktop,PayPal,4/4/2024,True,False,Wants-based,No Preference,14
12-440-5464,28,Male,Middle,Divorced,Master's,Middle,Ndungu,Electronics,$215.31 ,7,Online,5,5,2.0,Medium,Somewhat Sensitive,1,8,Medium,Smartphone,Other,4/9/2024,False,True,Impulsive,No Preference,7
33-467-2534,43,Male,Middle,Widowed,Master's,High,Emiliano Zapata,Furniture,$183.66 ,11,Online,3,1,1.0,Low,Very Sensitive,0,10,Medium,Tablet,Credit Card,4/18/2024,True,True,Planned,No Preference,6
58-528-6262,42,Male,Middle,Married,Master's,High,Sobue,Software & Apps,$138.35 ,2,Online,4,5,2.0,Low,Not Sensitive,0,2,Low,Smartphone,Other,7/14/2024,True,True,Wants-based,No Preference,8
31-060-2716,27,Male,Middle,Divorced,Bachelor's,Middle,High Point,Groceries,$441.87 ,3,Mixed,1,2,1.0,High,Somewhat Sensitive,0,10,Medium,Smartphone,PayPal,9/10/2024,True,False,Wants-based,No Preference,13
81-515-5823,40,Female,Middle,Married,Master's,Middle,Qiankeng,Clothing,$178.29 ,4,Mixed,4,3,2.0,Low,Very Sensitive,2,10,High,Desktop,Cash,7/29/2024,False,True,Planned,No Preference,8
28-874-8938,46,Male,High,Married,High School,High,Phong Điền,Office Supplies,$266.90 ,11,Mixed,4,2,2.0,Low,Not Sensitive,1,8,Medium,Desktop,PayPal,7/1/2024,False,True,Wants-based,Express,13
89-625-5542,38,Female,Middle,Divorced,Bachelor's,High,Mirów,Electronics,$269.84 ,4,In-Store,5,4,0.0,Low,Not Sensitive,2,9,Low,Tablet,Credit Card,5/4/2024,True,True,Wants-based,No Preference,2
94-408-2581,40,Female,Middle,Married,High School,High,Bordeaux,Travel & Leisure (Flights,$474.56 ,8,In-Store,1,5,2.0,Low,Not Sensitive,1,6,High,Smartphone,PayPal,4/17/2024,True,False,Planned,Standard,12
55-301-9368,34,Male,High,Married,Master's,High,Zamora,Electronics,$360.91 ,4,Mixed,3,5,1.0,High,Somewhat Sensitive,0,8,High,Desktop,Credit Card,8/30/2024,True,True,Planned,No Preference,4
72-336-1992,44,Female,Middle,Widowed,Bachelor's,High,Jubaoshan,Groceries,$373.49 ,6,Online,4,1,0.0,Medium,Very Sensitive,0,10,Low,Tablet,Cash,4/23/2024,True,True,Impulsive,Standard,1
77-178-6086,42,Female,Middle,Single,Master's,Middle,Gueltat Zemmour,Toys & Games,$332.67 ,8,In-Store,1,4,2.0,Medium,Somewhat Sensitive,1,2,High,Smartphone,Other,12/11/2024,False,True,Impulsive,Express,4
75-210-7391,44,Female,Middle,Married,High School,Middle,Kokstad,Packages),$269.78 ,7,In-Store,2,3,1.0,Medium,Somewhat Sensitive,2,7,Medium,Desktop,Other,7/25/2024,True,True,Need-based,No Preference,5
60-470-3563,29,Male,Middle,Married,Bachelor's,Middle,Malasin,Gardening & Outdoors,$498.33 ,2,Online,3,5,2.0,Medium,Very Sensitive,1,9,Medium,Smartphone,PayPal,5/8/2024,True,True,Wants-based,Express,1
96-121-0629,38,Male,Middle,Married,Bachelor's,Middle,Yanshang,Software & Apps,$303.93 ,6,Mixed,3,2,0.0,High,Not Sensitive,1,10,Low,Smartphone,Debit Card,3/13/2024,True,False,Need-based,No Preference,2
00-275-9990,24,Female,Middle,Married,Bachelor's,Middle,Tempuran,Food & Beverages,$302.74 ,11,Mixed,1,5,0.0,High,Very Sensitive,0,6,High,Smartphone,PayPal,6/28/2024,True,True,Wants-based,Express,5
36-593-2907,42,Genderqueer,High,Single,Bachelor's,High,Karafao,Beauty & Personal Care,$157.21 ,11,Online,3,3,0.0,Medium,Not Sensitive,0,3,High,Tablet,Debit Card,4/30/2024,True,False,Wants-based,Express,5
28-395-9872,38,Male,High,Married,Master's,Middle,Blantyre,Hotels,$65.68 ,4,In-Store,4,4,0.0,Medium,Not Sensitive,0,8,Medium,Smartphone,Other,5/7/2024,False,False,Impulsive,Standard,12
38-940-4942,22,Female,High,Widowed,Master's,Middle,Faqqū‘ah,Health Care,$490.41 ,4,Mixed,3,4,0.0,Low,Somewhat Sensitive,0,2,High,Tablet,Other,12/15/2024,False,True,Planned,Express,3
82-014-2564,33,Male,High,Married,High School,Middle,Yelyzavethradka,Groceries,$461.34 ,4,In-Store,3,1,0.0,High,Somewhat Sensitive,1,9,Low,Desktop,Cash,3/6/2024,False,True,Wants-based,Express,7
79-384-7469,50,Male,Middle,Single,Bachelor's,High,Xudat,Groceries,$50.79 ,12,Mixed,5,1,0.0,Medium,Somewhat Sensitive,0,2,Medium,Desktop,Other,5/28/2024,True,False,Planned,Standard,3
30-839-5589,42,Female,Middle,Married,High School,Middle,Yaodu,Hotels,$264.30 ,10,In-Store,5,4,1.0,Low,Not Sensitive,2,2,High,Smartphone,PayPal,8/20/2024,True,True,Planned,No Preference,5
76-848-9229,29,Male,High,Married,Bachelor's,Middle,Saint-Gratien,Animal Feed,$122.46 ,12,Mixed,2,3,0.0,High,Not Sensitive,0,3,Low,Tablet,Credit Card,2/15/2024,False,True,Wants-based,Standard,6
98-559-6096,20,Male,Middle,Widowed,High School,Middle,Totora,Software & Apps,$238.01 ,8,In-Store,2,2,0.0,High,Somewhat Sensitive,0,9,Low,Desktop,Cash,7/13/2024,False,True,Need-based,Standard,5
55-580-7707,38,Male,High,Divorced,Bachelor's,Middle,Čáslav,Jewelry & Accessories,$245.98 ,4,Mixed,5,1,1.0,High,Not Sensitive,0,1,Medium,Desktop,PayPal,11/29/2024,False,False,Planned,Standard,10
18-605-0795,45,Polygender,Middle,Widowed,High School,High,Rudnogorsk,Hotels,$390.83 ,9,Online,5,5,0.0,Medium,Somewhat Sensitive,0,5,High,Desktop,Cash,10/28/2024,False,True,Impulsive,No Preference,8
75-847-7630,37,Male,Middle,Single,High School,Middle,Adela,Baby Products,$439.24 ,8,Mixed,3,3,1.0,High,Somewhat Sensitive,2,9,Medium,Tablet,Other,7/26/2024,False,False,Wants-based,Standard,10
56-719-7145,48,Female,High,Married,Master's,Middle,Jinqiao,Clothing,$333.15 ,9,Mixed,1,5,1.0,High,Very Sensitive,1,8,High,Smartphone,Other,8/12/2024,False,False,Impulsive,Standard,14
14-025-2335,19,Male,Middle,Divorced,Master's,Middle,Barg-e Matāl,Luxury Goods,$64.22 ,9,Online,1,1,2.0,High,Somewhat Sensitive,1,9,Medium,Smartphone,PayPal,1/2/2024,True,False,Impulsive,No Preference,10
10-300-8072,46,Female,High,Single,High School,High,Argenteuil,Home Appliances,$290.53 ,3,Online,3,2,1.0,Low,Very Sensitive,0,6,High,Desktop,Debit Card,11/4/2024,True,False,Planned,No Preference,10
73-698-2326,39,Male,Middle,Divorced,Bachelor's,High,Daying,Baby Products,$251.80 ,6,Mixed,5,1,2.0,High,Very Sensitive,1,8,Low,Smartphone,Debit Card,7/5/2024,True,True,Impulsive,No Preference,11
65-359-4645,28,Female,Middle,Married,High School,High,Xieba,Packages),$461.71 ,10,Mixed,3,1,0.0,Low,Not Sensitive,0,9,High,Smartphone,Cash,2/16/2024,False,False,Planned,Standard,11
76-561-2427,27,Agender,Middle,Widowed,High School,High,Cane,Travel & Leisure (Flights,$198.45 ,11,Online,3,5,1.0,High,Not Sensitive,2,8,High,Tablet,PayPal,5/4/2024,True,False,Wants-based,No Preference,5
82-467-3300,23,Male,High,Married,Master's,Middle,Podhum,Baby Products,$216.45 ,5,Mixed,5,2,0.0,Medium,Very Sensitive,2,7,Low,Tablet,Credit Card,10/31/2024,False,False,Need-based,No Preference,3
92-946-7398,19,Female,High,Widowed,Bachelor's,High,Vilar,Baby Products,$358.72 ,5,In-Store,3,5,1.0,Low,Very Sensitive,0,8,Low,Tablet,Credit Card,2/6/2024,True,True,Impulsive,Standard,12
22-579-3978,40,Male,Middle,Divorced,High School,High,Arendal,Clothing,$88.78 ,10,Online,5,3,0.0,High,Very Sensitive,1,7,Medium,Desktop,PayPal,1/6/2024,False,False,Planned,Standard,13
28-676-0614,49,Male,Middle,Married,High School,High,La Ravoire,Clothing,$262.61 ,3,In-Store,2,5,1.0,Medium,Somewhat Sensitive,0,10,Medium,Smartphone,Other,2/28/2024,False,True,Wants-based,Standard,6
07-211-9364,45,Agender,Middle,Widowed,Master's,Middle,Dostoyevka,Home Appliances,$91.24 ,8,In-Store,4,3,0.0,High,Somewhat Sensitive,0,4,Low,Tablet,Cash,10/28/2024,True,False,Wants-based,Standard,4
98-238-6733,42,Female,High,Married,High School,High,Liuzhou,Luxury Goods,$425.69 ,5,In-Store,2,5,0.0,High,Very Sensitive,0,4,Medium,Tablet,Credit Card,6/21/2024,False,True,Impulsive,No Preference,4
72-006-3769,41,Female,High,Married,Bachelor's,High,São Mateus do Maranhão,Packages),$446.11 ,9,Mixed,3,1,1.0,Medium,Very Sensitive,0,10,Medium,Desktop,PayPal,6/6/2024,True,True,Wants-based,Express,11
75-845-3143,23,Bigender,High,Single,High School,High,Rumbek,Software & Apps,$490.11 ,8,Online,3,4,2.0,Low,Not Sensitive,1,1,Low,Smartphone,Other,12/24/2024,False,False,Planned,Standard,14
42-207-5005,45,Female,Middle,Widowed,High School,High,Santa Marta,Furniture,$491.51 ,2,Mixed,2,5,0.0,Medium,Very Sensitive,1,1,High,Smartphone,PayPal,12/6/2024,True,False,Need-based,No Preference,7
47-266-2261,36,Female,Middle,Single,Bachelor's,Middle,Brändö,Furniture,$457.39 ,12,In-Store,1,1,1.0,High,Not Sensitive,1,5,High,Desktop,Credit Card,10/29/2024,True,False,Impulsive,Standard,9
37-468-8133,44,Male,Middle,Single,High School,Middle,Cimara,Health Care,$492.51 ,7,Online,1,4,1.0,Low,Not Sensitive,0,2,Medium,Desktop,PayPal,1/30/2024,True,True,Wants-based,Standard,4
72-324-1243,34,Male,High,Married,High School,Middle,Bairan,Mobile Accessories,$65.45 ,6,In-Store,2,4,1.0,High,Very Sensitive,0,2,Medium,Smartphone,Credit Card,9/21/2024,True,True,Impulsive,No Preference,3
62-687-5354,23,Male,Middle,Single,High School,Middle,Abaetetuba,Health Care,$255.86 ,3,Online,4,5,2.0,High,Very Sensitive,0,1,Low,Tablet,PayPal,3/25/2024,True,False,Planned,No Preference,4
54-634-0814,35,Male,High,Divorced,Bachelor's,High,Pasirjaya,Furniture,$74.69 ,10,In-Store,5,3,1.0,Low,Somewhat Sensitive,0,6,Medium,Desktop,PayPal,11/12/2024,False,True,Need-based,No Preference,3
62-892-2088,38,Male,High,Widowed,Master's,High,Huakoulongtan,Software & Apps,$370.17 ,2,Mixed,5,4,2.0,Medium,Not Sensitive,1,9,Low,Tablet,Cash,11/23/2024,False,True,Need-based,Express,1
53-951-2529,25,Male,Middle,Divorced,Master's,High,Burgastai,Electronics,$384.26 ,6,Mixed,4,2,1.0,High,Not Sensitive,0,9,Medium,Smartphone,PayPal,7/11/2024,False,True,Need-based,No Preference,11
00-264-3797,26,Male,Middle,Married,Master's,Middle,Chavarría,Home Appliances,$128.01 ,2,Mixed,4,2,1.0,Medium,Somewhat Sensitive,0,1,High,Smartphone,Debit Card,4/17/2024,True,False,Need-based,No Preference,10
